District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Adilabad,Bheempoor,2021/01/20,0,15.8,33.5,36.9,90.5,0,1.9
Adilabad,Bheempoor,2021/01/21,0,15.1,33.1,38.8,90.1,0,2.3
Adilabad,Bheempoor,2021/01/22,0,10.6,32.5,25.4,91.1,0,1.5
Adilabad,Bheempoor,2021/01/23,0,10.6,32.3,28.8,88.9,0,1.7
Adilabad,Bheempoor,2021/01/24,0,14.7,34.4,31.9,90.5,0,2.6
Adilabad,Bheempoor,2021/01/25,0,13.4,34.8,38.3,91.2,0,1.6
Adilabad,Bheempoor,2021/01/26,0,15.1,33.4,40.4,89.7,0,1.8
Adilabad,Bheempoor,2021/01/27,0,15.1,32.9,42.4,87.7,0,1.5
Adilabad,Bheempoor,2021/01/28,0,16.2,32.9,42.2,93.7,0,0.9
Adilabad,Bheempoor,2021/01/29,0,17.8,31.9,43.9,91.3,0,1.9
Adilabad,Bheempoor,2021/01/30,0,13.6,31.5,46.2,88.5,0,1.5
Adilabad,Bheempoor,2021/01/31,0,9.6,29.6,28.3,83.2,0,2
Adilabad,Bheempoor,2021/02/01,0,9.9,30.6,30.7,85.9,0,1.8
Adilabad,Bheempoor,2021/02/02,0,8,32.2,26.3,85.9,0,2
Adilabad,Bheempoor,2021/02/03,0,7,33,18.3,83.6,0,1.9
Adilabad,Bheempoor,2021/02/04,0,7.1,32.9,16.3,80.7,0,1.9
Adilabad,Bheempoor,2021/02/05,0,8.6,32.2,17.7,84.8,0,6.7
Adilabad,Bheempoor,2021/02/06,0,13,33.5,21.7,76.7,0.1,2.6
Adilabad,Bheempoor,2021/02/07,0,11.9,31.1,32.5,81.9,0,1.9
Adilabad,Bheempoor,2021/02/08,0,6.3,29.6,26.5,88.8,0,1.5
Adilabad,Bheempoor,2021/02/09,0,6,30.6,20.6,78.6,0,1.6
Adilabad,Bheempoor,2021/02/10,0,7.3,32.5,20.2,79.2,0,1.2
Adilabad,Bheempoor,2021/02/11,0,9.5,33.5,19.6,79.8,0,1.3
Adilabad,Bheempoor,2021/02/12,0,11.7,34.2,22.6,81.6,0,1.2
Adilabad,Bheempoor,2021/02/13,0,13,34,25,80.2,0,1.4
Adilabad,Bheempoor,2021/02/14,0,15.2,34.8,26.1,83.4,0,1.6
Adilabad,Bheempoor,2021/02/15,0,17.7,34.4,30,74.1,0,1.1
Adilabad,Bheempoor,2021/02/16,0,14.4,35.1,28,83,0,1.7
Adilabad,Bheempoor,2021/02/17,0,17.9,34.6,28.3,76.7,0,2.2
Adilabad,Bheempoor,2021/02/18,0,17.6,30.5,38.4,83,0,2.6
Adilabad,Bheempoor,2021/02/19,0,16.7,28.8,43.6,87.7,0,2.7
Adilabad,Bheempoor,2021/02/20,0,11.6,23.2,61.5,95.9,0,1.8
Adilabad,Bheempoor,2021/02/21,0,15.4,31.8,36.5,81.8,0,2.1
Adilabad,Bheempoor,2021/02/22,0,14.7,33,36.1,83.6,0,1.4
Adilabad,Bheempoor,2021/02/23,0,12.3,34.7,22.9,75.9,0,3.4
Adilabad,Bheempoor,2021/02/24,0,12,35.5,22.8,78.3,0,2.4
Adilabad,Bheempoor,2021/02/25,0,13.1,36.4,20.5,76.2,0,1.8
Adilabad,Bheempoor,2021/02/26,0,15.3,37.7,18.6,67.2,0,1.2
Adilabad,Bheempoor,2021/02/27,0,14.9,37.6,25.2,66.7,0,2.4
Adilabad,Bheempoor,2021/02/28,0,14.1,36.6,19.1,66.5,0,2.2
Adilabad,Bheempoor,2021/03/01,0,22.1,38.1,18.4,59,0,2.1
Adilabad,Bheempoor,2021/03/02,0,15.8,37.8,18.3,62.2,0,1.5
Adilabad,Bheempoor,2021/03/03,0,13.4,37.4,15.6,58.9,0,1.8
Adilabad,Bheempoor,2021/03/04,0,13.2,36.9,15.5,63.6,0,1.9
Adilabad,Bheempoor,2021/03/05,0,15,37.6,11.8,59.5,0,1.8
Adilabad,Bheempoor,2021/03/06,0,14.2,36.7,16.1,59.8,0,3.3
Adilabad,Bheempoor,2021/03/07,0,13.8,37.3,13.9,57,0,2
Adilabad,Bheempoor,2021/03/08,0,17.3,38.1,17,55.4,0,2.5
Adilabad,Bheempoor,2021/03/09,0,19.2,38.5,18.2,59.6,0,3
Adilabad,Bheempoor,2021/03/10,0,21.2,37.6,22.3,63.2,0,2
Adilabad,Bheempoor,2021/03/11,0,21.3,37.6,21,68.3,0.1,4.3
Adilabad,Bheempoor,2021/03/12,0,17.2,37.7,18.4,71.9,0,3.2
Adilabad,Bheempoor,2021/03/13,0,22,37.2,21.5,65.3,0,3.8
Adilabad,Bheempoor,2021/03/14,0,16.2,34.7,24.6,64.4,0,4.4
Adilabad,Bheempoor,2021/03/15,0,17.8,36.6,19.2,56.9,0,2.1
Adilabad,Bheempoor,2021/03/16,0,19,37.6,20.6,66.7,0,1.8
Adilabad,Bheempoor,2021/03/17,0,20.2,36.9,23.4,63.2,0,1.8
Adilabad,Bheempoor,2021/03/18,0,24.4,37.4,20.2,69.5,0.1,2.9
Adilabad,Bheempoor,2021/03/19,0.8,22.6,37.6,26.6,77.8,0.1,4.2
Adilabad,Bheempoor,2021/03/20,0,21.5,33.9,32.3,72.8,0,3.4
Adilabad,Bheempoor,2021/03/21,0,19.9,35.5,30.5,75,0,3.5
Adilabad,Bheempoor,2021/03/22,0,19.4,36.8,25.7,57.5,0,2.3
Adilabad,Bheempoor,2021/03/23,1.3,22.1,35.5,28.3,84.5,0.1,2.5
Adilabad,Bheempoor,2021/03/24,0,17.3,33.1,34.3,84,0,2.4
Adilabad,Bheempoor,2021/03/25,0,19.6,37,24.5,66.5,0,1.4
Adilabad,Bheempoor,2021/03/26,0,21.1,38.1,22.3,55.1,0,2
Adilabad,Bheempoor,2021/03/27,0,18.5,38.3,20.7,27.8,1.1,2.5
Adilabad,Bheempoor,2021/03/28,0,18.6,38.6,14.3,56.5,0,6.8
Adilabad,Bheempoor,2021/03/29,0,19.4,41.2,13.2,47.4,0,7.1
Adilabad,Bheempoor,2021/03/30,0,20.4,40.9,11.8,45.2,0,3.2
Adilabad,Bheempoor,2021/03/31,0,24.5,39.8,13.8,63.3,0,14.6
Adilabad,Bheempoor,2021/04/01,0,23.3,41,15.5,44.7,0,1.5
Adilabad,Bheempoor,2021/04/02,0,24.1,39.8,16.1,42.4,0,2.2
Adilabad,Bheempoor,2021/04/03,0,21.7,41,11.9,40.4,0,1.9
Adilabad,Bheempoor,2021/04/04,0,20.7,41.5,12.3,38,0,1.5
Adilabad,Bheempoor,2021/04/05,0,22.4,40.9,12.2,38.1,0,1.5
Adilabad,Bheempoor,2021/04/06,0,23,40.8,11.5,60.2,0,4.8
Adilabad,Bheempoor,2021/04/07,0,24.5,41.7,15.3,67.3,0,5.2
Adilabad,Bheempoor,2021/04/08,0,24,41.4,14.8,50.2,0,2.9
Adilabad,Bheempoor,2021/04/09,0,26.2,39.8,21.2,42,0,4.6
Adilabad,Bheempoor,2021/04/10,0,27.8,39.3,19.8,65,0.2,5.4
Adilabad,Bheempoor,2021/04/11,3,23.1,39.6,24.8,85.9,0.1,6.8
Adilabad,Bheempoor,2021/04/12,0,20.9,32.8,41.6,85.9,0,0.4
Adilabad,Bheempoor,2021/04/13,0,24.3,37.7,25.9,64.1,0,2.1
Adilabad,Bheempoor,2021/04/14,1.3,24.2,38.5,27.4,67.2,0.2,5.1
Adilabad,Bheempoor,2021/04/15,0,20.6,37.2,25.8,77.8,0,3.9
Adilabad,Bheempoor,2021/04/16,0,20.2,36.9,25.2,57.1,0,2.6
Adilabad,Bheempoor,2021/04/17,0,23.5,39.9,18.4,47.7,0,3.1
Adilabad,Bheempoor,2021/04/18,0,22.6,40.3,17,42.1,0,3
Adilabad,Bheempoor,2021/04/19,0,24.9,41.4,16.9,39.6,0,2
Adilabad,Bheempoor,2021/04/20,0,25.4,41.4,16.9,39.4,0,2.3
Adilabad,Bheempoor,2021/04/21,0,28.8,41.7,18.1,65,0.1,6.1
Adilabad,Bheempoor,2021/04/22,0,23,40.2,20.5,59.5,0,2.1
Adilabad,Bheempoor,2021/04/23,0,23.5,39.4,18.3,44.2,0,2.1
Adilabad,Bheempoor,2021/04/24,0,22,38.7,15.8,41.5,0,2.4
Adilabad,Bheempoor,2021/04/25,0,21.9,40.6,14.5,41.7,0,1.7
Adilabad,Bheempoor,2021/04/26,0,27.6,41.2,16.3,37.8,0,1.9
Adilabad,Bheempoor,2021/04/27,0,26.3,39.6,23.1,45.4,0,4.2
Adilabad,Bheempoor,2021/04/28,0,27.9,41.1,15.5,40.6,0.1,3.2
Adilabad,Bheempoor,2021/04/29,0,24.4,41.7,18.4,38,0.2,3.4
Adilabad,Bheempoor,2021/04/30,0,28.8,42.3,15,46.4,0,6.1
Adilabad,Bheempoor,2021/05/01,0,27.2,41,0,0,0,0
Adilabad,Bheempoor,2021/05/01,0,27.2,41,19.8,59.3,0,4
Adilabad,Bheempoor,2021/05/02,0,23.3,40.6,0,0,0,0
Adilabad,Bheempoor,2021/05/02,4.5,23.3,40.6,21.6,84.1,0.1,9.4
Adilabad,Bheempoor,2021/05/03,0,23.2,35.6,0,0,0,0
Adilabad,Bheempoor,2021/05/03,3,23.2,35.6,31.4,86.6,0.2,4.5
Adilabad,Bheempoor,2021/05/04,0,25.4,38.6,0,0,0,0
Adilabad,Bheempoor,2021/05/04,0,25.4,38.6,27.3,69.3,0,3.8
Adilabad,Bheempoor,2021/05/05,0,27.7,39.8,0,0,0,0
Adilabad,Bheempoor,2021/05/05,0,27.7,39.8,25.8,58.9,0,2.5
Adilabad,Bheempoor,2021/05/06,0,28.1,39.4,0,0,0,0
Adilabad,Bheempoor,2021/05/06,0,28.1,39.4,26.9,57,0,5.5
Adilabad,Bheempoor,2021/05/07,0,27.2,39.6,0,0,0,0
Adilabad,Bheempoor,2021/05/07,0,27.2,39.6,28.9,63.3,0.2,6.1
Adilabad,Bheempoor,2021/05/08,0,24.6,35.9,0,0,0,0
Adilabad,Bheempoor,2021/05/08,22.5,24.6,35.9,41.9,90.7,0,8.4
Adilabad,Bheempoor,2021/05/09,0,25.6,37.6,0,0,0,0
Adilabad,Bheempoor,2021/05/09,0,25.6,37.6,41.3,80.1,0.1,6.9
Adilabad,Bheempoor,2021/05/10,0,27.5,37.2,0,0,0,0
Adilabad,Bheempoor,2021/05/10,0,27.5,37.2,40.3,79.6,0.1,3.2
Adilabad,Bheempoor,2021/05/11,0,27,37.7,0,0,0,0
Adilabad,Bheempoor,2021/05/11,0,27,37.7,39.6,78,0,5.5
Adilabad,Bheempoor,2021/05/12,0,27.6,41.1,0,0,0,0
Adilabad,Bheempoor,2021/05/12,0,27.6,41.1,23.7,72.1,0.2,4.3
Adilabad,Bheempoor,2021/05/13,0,29.4,40.9,0,0,0,0
Adilabad,Bheempoor,2021/05/13,0,29.4,40.9,24.4,48.3,0,1.9
Adilabad,Bheempoor,2021/05/14,0,27.4,40.4,0,0,0,0
Adilabad,Bheempoor,2021/05/14,0,27.4,40.4,24.4,62,0,2.9
Adilabad,Bheempoor,2021/05/15,0,27.4,39.9,0,0,0,0
Adilabad,Bheempoor,2021/05/15,0,27.4,39.9,29.8,75.8,0,5.5
Adilabad,Bheempoor,2021/05/16,0,29.8,39.2,0,0,0,0
Adilabad,Bheempoor,2021/05/16,0,29.8,39.2,34.7,70.1,1.4,5.8
Adilabad,Bheempoor,2021/05/17,2.5,27.8,37.1,39,83.4,0.7,7.3
Adilabad,Bheempoor,2021/05/18,0,30.4,38.2,40.3,67.1,1.7,7.1
Adilabad,Bheempoor,2021/05/19,0,30.9,38.3,38.1,59.9,0.4,6.8
Adilabad,Bheempoor,2021/05/20,0,29.6,38.1,38.1,60.6,0.9,6.4
Adilabad,Bheempoor,2021/05/21,0,24,37.3,36.6,61.6,0,2.7
Adilabad,Bheempoor,2021/05/22,0,27.7,40.1,21.2,54.1,0,2.9
Adilabad,Bheempoor,2021/05/23,0,30.8,41.1,23.2,52.4,0,2.3
Adilabad,Bheempoor,2021/05/24,0,29.4,39.5,29.6,49.8,0,2
Adilabad,Bheempoor,2021/05/25,0,25.6,41.4,22.1,42,0,2.5
Adilabad,Bheempoor,2021/05/26,0,27.2,39.8,17.6,49.9,0,2.4
Adilabad,Bheempoor,2021/05/27,0,31.5,40.6,21.3,57.6,0.3,3.7
Adilabad,Bheempoor,2021/05/28,0,30.4,40.9,24.9,57.4,0.2,4.2
Adilabad,Bheempoor,2021/05/29,0,29.8,40.1,35.2,56.5,0,5.5
Adilabad,Bheempoor,2021/05/30,0,29.1,42.1,23.7,65.9,0.2,2.5
Adilabad,Bheempoor,2021/05/31,0,29.1,37.2,39.3,60.1,0,2.1
Adilabad,Bheempoor,2021/06/01,6.3,27.2,38,39.2,78.8,0,2.3
Adilabad,Bheempoor,2021/06/02,25.8,24.1,37.7,40.6,96.8,0,8.7
Adilabad,Bheempoor,2021/06/03,0.5,24.9,32.8,54.1,96.3,0,2.8
Adilabad,Bheempoor,2021/06/04,0,26.4,33.9,46.8,82.6,0,3.2
Adilabad,Bheempoor,2021/06/05,10.5,24.1,32.2,51.7,96.4,0,5.8
Adilabad,Bheempoor,2021/06/06,0,25.9,34.7,48.3,83.3,0,3.7
Adilabad,Bheempoor,2021/06/07,0,26.9,36.9,42.9,83.8,0,3.4
Adilabad,Bheempoor,2021/06/08,0,28.2,36.5,44.6,79.2,0,3.8
Adilabad,Bheempoor,2021/06/09,0,25.3,36,49.6,94.9,0,3
Adilabad,Bheempoor,2021/06/10,0,27.1,34.3,55.9,81.9,0.1,2.5
Adilabad,Bheempoor,2021/06/11,44.8,23.3,32.2,63.6,97.9,0.1,1.8
Adilabad,Bheempoor,2021/06/12,35.3,22.7,30.9,72.5,99.1,0,2.2
Adilabad,Bheempoor,2021/06/13,0,24.3,29.3,80.3,92,0,1.3
Adilabad,Bheempoor,2021/06/14,57.8,23.1,34.3,61.3,99.3,0,3.5
Adilabad,Bheempoor,2021/06/15,23.3,24.1,32.9,65.6,98.9,0,3.1
Adilabad,Bheempoor,2021/06/16,0,24.1,34.3,57.5,97.1,0.1,3
Adilabad,Bheempoor,2021/06/17,0,26,33.5,65.2,87.4,0.1,3.3
Adilabad,Bheempoor,2021/06/18,12,24.5,31.8,70.6,99,0,4.6
Adilabad,Bheempoor,2021/06/19,0,25.8,32.8,60.6,86.2,1.1,4.2
Adilabad,Bheempoor,2021/06/20,0,26.1,33,58,81.5,0,3.1
Adilabad,Bheempoor,2021/06/21,0,26.2,34.6,49.9,86.2,0,2.3
Adilabad,Bheempoor,2021/06/22,0,27.6,35.1,47.1,75.3,0,2.5
Adilabad,Bheempoor,2021/06/23,2,25.1,35.9,48.5,98.2,0,4.5
Adilabad,Bheempoor,2021/06/24,0.5,25.4,30.9,71.2,90.6,0.1,1.9
Adilabad,Bheempoor,2021/06/25,0,25,32.2,65.7,92.3,0,2.2
Adilabad,Bheempoor,2021/06/26,0,26.1,32.7,66.9,86.7,0.1,2.6
Adilabad,Bheempoor,2021/06/27,1.3,25.1,36,53.8,95.9,0,2.5
Adilabad,Bheempoor,2021/06/28,2.5,24.5,34.7,59.2,98.3,0,2.2
Adilabad,Bheempoor,2021/06/29,0,25.5,33.5,65.2,97.6,0,3.4
Adilabad,Bheempoor,2021/06/30,0,27.7,34.5,56.2,83.9,0,2
Adilabad,Bheempoor,2021/07/01,6,26.1,35.4,57.4,95.3,0,2.4
Adilabad,Bheempoor,2021/07/02,6,23.3,33.9,61.6,97.3,0.1,4.3
Adilabad,Bheempoor,2021/07/03,0,27.3,32.2,67.5,90.3,0,2.8
Adilabad,Bheempoor,2021/07/04,0,26.1,35.4,49.8,89.1,0,1.5
Adilabad,Bheempoor,2021/07/05,0,27,36.7,44,86.2,0,2
Adilabad,Bheempoor,2021/07/06,0,27,36,49.4,88.1,0,2.4
Adilabad,Bheempoor,2021/07/07,0,25.7,33.9,62.2,92.3,0,3.7
Adilabad,Bheempoor,2021/07/08,10.3,24,36.5,52.4,97,0.1,3.1
Adilabad,Bheempoor,2021/07/09,15.8,23.5,26.9,93,99.6,0,2.3
Adilabad,Bheempoor,2021/07/10,12.5,25.3,29.5,85.1,100,0,2.4
Adilabad,Bheempoor,2021/07/11,69.5,22.9,32.5,72.1,100,0,2.6
Adilabad,Bheempoor,2021/07/12,5,25.3,33.3,69,100,0,3
Adilabad,Bheempoor,2021/07/13,6.8,25.3,32.5,72.7,100,0,2.4
Adilabad,Bheempoor,2021/07/14,5,25.1,30.7,78.5,100,0,3.2
Adilabad,Bheempoor,2021/07/15,1.3,25.7,29.7,75.4,99.7,0,2.2
Adilabad,Bheempoor,2021/07/16,1.5,25.9,31.7,81,98.8,0,3.8
Adilabad,Bheempoor,2021/07/17,1.8,25,32.4,75.7,100,0,4.1
Adilabad,Bheempoor,2021/07/18,0,26.1,32.9,71.3,100,0,1.7
Adilabad,Bheempoor,2021/07/19,7.8,25,33.3,66.2,98.5,0,2.1
Adilabad,Bheempoor,2021/07/20,17,25.4,33,68.5,98.9,0,2.2
Adilabad,Bheempoor,2021/07/21,14.5,24.5,29.9,82.3,100,0.1,1.6
Adilabad,Bheempoor,2021/07/22,12,24.7,27,90.9,99.6,0.2,1.5
Adilabad,Bheempoor,2021/07/23,13.5,24.8,28,90.3,100,0,1.5
Adilabad,Bheempoor,2021/07/24,6.3,23.7,26.6,90.3,98.2,0,1.6
Adilabad,Bheempoor,2021/07/25,32.3,24.5,30.8,82,100,0,3.9
Adilabad,Bheempoor,2021/07/26,0,24.6,32.4,69.7,98,0.1,3.4
Adilabad,Bheempoor,2021/07/27,3.8,25.5,32.6,66.3,99.4,0,2.9
Adilabad,Bheempoor,2021/07/28,0,25.5,32.6,66.7,94,0,3.2
Adilabad,Bheempoor,2021/07/29,0.8,24.8,32.2,66.6,98,0.2,3.9
Adilabad,Bheempoor,2021/07/30,0,25.8,28.9,76,85.2,0.5,2.4
Adilabad,Bheempoor,2021/07/31,0,25.2,30.7,71.4,85.9,0.6,2.4
Adilabad,Bheempoor,2021/08/01,1,25.3,31.3,70.7,93.7,0.2,2.5
Adilabad,Bheempoor,2021/08/02,0,25.2,30.8,72.1,88,0.3,3
Adilabad,Bheempoor,2021/08/03,13.5,23.9,31.3,67.6,99.5,0,3.5
Adilabad,Bheempoor,2021/08/04,0,25.3,32.5,67.9,93.8,0,2.3
Adilabad,Bheempoor,2021/08/05,0,24.9,32.8,65.3,99.3,0,2.4
Adilabad,Bheempoor,2021/08/06,0.8,24.8,31.4,73.7,97.2,0.1,2.4
Adilabad,Bheempoor,2021/08/07,6.8,24.5,31.6,69.7,99.9,0,2.6
Adilabad,Bheempoor,2021/08/08,0,24.9,33,66.8,96.3,0,1.6
Adilabad,Bheempoor,2021/08/09,0,24.6,32.9,69,100,0,1.5
Adilabad,Bheempoor,2021/08/10,0,26,33.1,65.9,95.7,0,2.2
Adilabad,Bheempoor,2021/08/11,0,25.6,33.9,62.8,89.6,0,1.8
Adilabad,Bheempoor,2021/08/12,0,24.4,32.8,64.6,98.2,0,1.5
Adilabad,Bheempoor,2021/08/13,0,26.3,33.2,64.5,94.3,0,1.2
Adilabad,Bheempoor,2021/08/14,0,25.2,32.9,57.2,91.1,0,1.7
Adilabad,Bheempoor,2021/08/15,0,25.1,33,58.2,94.3,0,2
Adilabad,Bheempoor,2021/08/16,0.5,25.4,34.2,59.2,96.2,0,1.3
Adilabad,Bheempoor,2021/08/17,25.8,23.6,32.1,73.8,100,0,1.4
Adilabad,Bheempoor,2021/08/18,7.5,24,27.8,90.9,100,0,0.8
Adilabad,Bheempoor,2021/08/19,17.5,24.6,29.7,85.9,100,0,1.2
Adilabad,Bheempoor,2021/08/20,6.5,24.3,28.6,91.3,100,0,0.7
Adilabad,Bheempoor,2021/08/21,0,23.5,28.5,82.5,100,0,0.7
Adilabad,Bheempoor,2021/08/22,0.5,24,31,77,100,0,1.1
Adilabad,Bheempoor,2021/08/23,0,24.4,32.4,69.9,100,0,1.4
Adilabad,Bheempoor,2021/08/24,0,23.7,32.6,66.5,100,0,1.6
Adilabad,Bheempoor,2021/08/25,1.3,24,32.7,68.4,100,0,3.6
Adilabad,Bheempoor,2021/08/26,2.8,24,33.2,68.3,100,0,1.3
Adilabad,Bheempoor,2021/08/27,0,23.7,32.9,67.5,100,0,0.6
Adilabad,Bheempoor,2021/08/28,0,24.5,32.9,66.7,100,0,0.6
Adilabad,Bheempoor,2021/08/29,10.8,24.4,32.5,67.2,100,0,0.9
Adilabad,Bheempoor,2021/08/30,4.3,25,30.1,83.8,100,0,1.4
Adilabad,Bheempoor,2021/08/31,22.5,24.8,30.4,85.8,100,0,0.8
Adilabad,Bheempoor,2021/09/01,2.8,24.7,30.4,82,100,0,2.2
Adilabad,Bheempoor,2021/09/02,5.8,24.5,31.2,78.7,100,0,1.9
Adilabad,Bheempoor,2021/09/03,1.3,24.6,32.2,74,100,0,0.8
Adilabad,Bheempoor,2021/09/04,11.5,23.3,31.5,79,100,0,1.4
Adilabad,Bheempoor,2021/09/05,0,24,31.6,81,100,0,0.7
Adilabad,Bheempoor,2021/09/06,7.3,24.6,32,74.4,100,0,1.4
Adilabad,Bheempoor,2021/09/07,54.4,23.9,32.1,81,100,0,2.3
Adilabad,Bheempoor,2021/09/08,5.8,23.7,29.9,86.9,100,0,1.9
Adilabad,Bheempoor,2021/09/09,0,25.4,31.2,77.7,92.6,0,3
Adilabad,Bheempoor,2021/09/10,0,24.4,32.1,70.6,99.3,0,2.5
Adilabad,Bheempoor,2021/09/11,19.5,23.7,32.6,69.7,100,0,3
